Id|sentence|span|bio
1911|I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me . |{'start': [8], 'end': [8]}|O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O
1912|I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der .|{'start': [11, 16], 'end': [12, 16]}|O O O O O O O O O O O B I O O O B O O O
1913|i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand|{'start': [6, 39], 'end': [24, 44]}|O O O O O O B I I I I I I I I I I I I I I I I I I O O O O O O O O O O O O O O B I I I I I O O O O
1914|We must send Islamics back to their native countries. They are too different from us.|{'start': [2, 11], 'end': [4, 14]}|O O B I I O O O O O O B I I I
1915|@user I was going to ' like ' this comment then saw your profile pic of a bitch who attacked rape victims oâ € ¦ @url|{'start': [17, 20], 'end': [17, 20]}|O O O O O O O O O O O O O O O O O B O O B O O O O O
1916|@user @user nathuram godse was a hindutva terrorist hindutva terrorist orchestrated the gujrat riots and killed men and women and children and raped the women hitler was a christian terrorist the bomb atomic bomb dropped in japan was by a christian many more examples|{'start': [6, 22, 28], 'end': [13, 24, 29]}|O O O O O O B I I I I I I I O O O O O O O O B I I O O O B I O O O O O O O O O O O O O O
1917|#NJ Should NOT be a facilitator for the concealment of illegal aliens . Granting driving licenses There is no background check on Illegals to determine if they pose a national security threat #RedNationRising #Immigration #Trump #MAGA #SendThemBack|{'start': [10, 22, 36], 'end': [11, 22, 36]}|O O O O O O O O O O B I O O O O O O O O O O B O O O O O O O O O O O O O B
1918|filthy nigger scum black violence black crime send them back to africa this week in black crime segregation now|{'start': [0], 'end': [2]}|B I I O O O O O O O O O O O O O O O O
1919|Illegal alien in upstate NY allegedly raped young girl @user|{'start': [0, 6], 'end': [1, 6]}|B I O O O O B O O O
1920|Bitch dont come to me as a woman ... Cuz yo nigga came at me single|{'start': [0, 11], 'end': [0, 11]}|B O O O O O O O O O O B O O O O
1921|@user I Agree w you Misha CollinsBogus #Asylum claims & #IllegalALiens peddled by gang members , coyotes & Mex drug cartel are human rights violations to the citizens of the United States of America . GET IN LINE . Stop #Illegalimmigrants # I |{'start': [10, 40], 'end': [10, 40]}|O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O
1922|MS - 13 spreads to 22 states , fed by 300,000 illegals , DACA recipients , tied to 207 murders @user @user @user #NoDACA #NoAmnesty #DeportThemAll #BuildTheWall Amnesty creates more Illegal Migration , always has , always will . |{'start': [25, 26, 30], 'end': [25, 26, 30]}|O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O B O O O O O O O O
1923|nigger queers are the worst|{'start': [0], 'end': [1]}|B I O O O
1924|Why ? Everywhere they go ! ! WHY ? ? Act like normal phucking people ! ! #Scum #NoMoreRefugees @user|{'start': [13, 17, 18], 'end': [13, 17, 18]}|O O O O O O O O O O O O O B O O O B I O
1925|Illegal Alien Charged With Molesting Child In North Carolina #BuildTheWall #NoDACA #NoAmnesty How many Children have to have their lives destroyed ? Is there an acceptable criteria you are willing to accept ? #ChildRape #DeathPenalty|{'start': [0, 9, 33], 'end': [1, 9, 33]}|B I O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O B O
1926|Dear God - make it stop ! ! ! Illegal Alien from Mexico Accused of Raping 11 - Year-Old Girl @url|{'start': [9, 15], 'end': [10, 15]}|O O O O O O O O O B I O O O O B O O O O O
1927|apples and oranges you said you liked a paki and loved a nigger not that you enjoyed watching the show they were on hypocrisy|{'start': [8, 12], 'end': [8, 12]}|O O O O O O O O B O O O B O O O O O O O O O O O
1928|remember kids if your gay act as straight as you can in school because your just gonna get called a fag or queer if you do not happened to me today|{'start': [20], 'end': [20]}|O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O
1929|my bestie beach sent me a playlist full of white trash music and now i have fallen down an icp rabbit hole at work|{'start': [9], 'end': [10]}|O O O O O O O O O B I O O O O O O O O O O O O O
1930|It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!|{'start': [10, 12], 'end': [10, 17]}|O O O O O O O O O O B O B I I I I I
1931|cant wait to form a rightwingdeathsquad with a few mates and lynch some obnoxious sheboons this black friday|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O O O O O O
1932|Suck shit @user you dumb shit . Go back into the swamp behind ya and shut the fuck up . #MKR|{'start': [0, 4], 'end': [1, 5]}|B I O O B I O O O O O O O O O O O O O O O
1933|Is the Judge On Crack ? he Said said Govt needs to prove it considered the benefits of having illegal Aliens here and working ! Illegal Immigration cost $ 135 B a year while Illegals pay $ ! 8 B in taxes ! Illegals are No Benefit to the U.S #Trump #MAGA @url|{'start': [19, 25, 34], 'end': [20, 26, 34]}|O O O O O O O O O O O O O O O O O O O B I O O O O B I O O O O O O O B O O O O O O O O O O O O O O O O O O
1934|i fucking hate you now bitch|{'start': [1, 5], 'end': [1, 5]}|O B O O O B
1935|@user lol niggers mess with operating systems dwg this ain t nothing|{'start': [2], 'end': [2]}|O O B O O O O O O O O O
1936|Does it surprise you that those people hating other people still want to live in people countries made GREAT by people and brought low by other people ?|{'start': [7], 'end': [7]}|O O O O O O O B O O O O O O O O O O O O O O O O O O O O
1937|catch a nigger by his toe stop him raping an underage how|{'start': [0], 'end': [10]}|B I I I I I I I I I I O
1938|@user Its because no one wants to talk to a skank like you|{'start': [10], 'end': [10]}|O O O O O O O O O O B O O
1939|#ICE #IllegalImmigration #IllegalAliens #BorderPatrol #MS13One reason Iâ € ™ m against illegal immigration is that we ... @url|{'start': [1, 2], 'end': [1, 2]}|O B I O O O O O O O O O O O O O O O
1940|yes he respects women and is totally not a repulsive shitskin super beta who has to badger women until he orgasms mpc status updates|{'start': [10, 20], 'end': [12, 20]}|O O O O O O O O O O B I I O O O O O O O B O O O
1941|I'm nervous for @user. @user is gonna tear her a new arsehole if she stays on the show #mkr|{'start': [11, 18], 'end': [11, 18]}|O O O O O O O O O O O B O O O O O O B
1942|Is it tv editing or is @user a natural nasty bitch #MKR|{'start': [8], 'end': [11]}|O O O O O O O O B I I I
1943|@user Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker|{'start': [1, 9, 13, 14, 23], 'end': [2, 9, 13, 15, 23]}|O B I O O O O O O B O O O B I I O O O O O O O B
1944|The big black females pushed their way into the Houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .|{'start': [2, 18, 47], 'end': [2, 18, 48]}|O O B O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O
1945|See , South Africa is just a glimpe into OUR future , as the beasts of Memphis run it directly into the ground . |{'start': [16], 'end': [16]}|O O O O O O O O O O O O O O O O B O O O O O O O
1946|To the guys that loved me , made a relationship with , cheated on me , made false promises . Go fuck yourself and I hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch . :) |{'start': [21, 35, 42, 46, 50, 55], 'end': [21, 40, 42, 47, 50, 55]}|O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O B I I I I I O B O O O B I O O B O O O O B O O
1947|@user RESIGN for being a dupe / stooge / useful idiot . Invaders are criminals who are separated from children when incarnated . Reunite them all during the deportation process . #StopTheInvasion #DeportThemAll #BuildTheWall @user|{'start': [5, 7, 32, 33], 'end': [5, 7, 32, 33]}|O O O O O B O B O O O O O O O O O O O O O O O O O O O O O O O O B I O
1948|some of you all on here are hoes stop it|{'start': [7], 'end': [7]}|O O O O O O O B O O
1949|@user @user @user @user This ugly bitch has a mistress ? Women are stupid .|{'start': [5, 9, 13], 'end': [6, 9, 13]}|O O O O O B I O O B O O O B O
1950|@user guys not supposed to get their ass sucked queer|{'start': [7], 'end': [9]}|O O O O O O O B I I
1951|ENOUGH w / PHONY LIB argumentsvoter IDs don't workWalls don't workIllegals less crimeimmigration system brokeillegal kids are dreamers ; OUR kids are notmore gun laws neededblacks can't be racist #POTUS #KAG #MAGA #NEWS #Trump #Walkaway #VoteRed #BuildTheWall #NoDACA #NRA|{'start': [10, 14, 36], 'end': [10, 14, 36]}|O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O B O O
1952|i probably ended up another kike list somewhere lolz yeah no doubt plus jews like to keep tabs on us nazis idk why it not as though we are coming for them to put them in the ovens yet|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1953|i have not come across such a drag of a dyke in quite some time can you possibly be more banal please do mute away|{'start': [10], 'end': [10]}|O O O O O O O O O O B O O O O O O O O O O O O O O
1954|Its only a matter of time until we become a hell hole like Sweden or the UK .|{'start': [10], 'end': [11]}|O O O O O O O O O O B I O O O O O O
1955|There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .|{'start': [9, 13, 17, 19], 'end': [9, 13, 17, 19]}|O O O O O O O O O B O O O B O O O B O B O O O O O O O O O O O O O O O O O O O O
1956|@user You believe in God lol ... heaven help u if I ever get a passport kunt .|{'start': [16], 'end': [16]}|O O O O O O O O O O O O O O O O B O
1957|@user Bitch stfu i talk to u everyday u the one who forget yo place , HOE |{'start': [1, 16], 'end': [2, 16]}|O B I O O O O O O O O O O O O O B
1958|Illegal alien accused of sexually assaulting 65 - year-old had been deported 20 times @url|{'start': [0, 4, 11], 'end': [1, 5, 11]}|B I O O B I O O O O O B O O O
1959|Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe ? ' YES|{'start': [23], 'end': [23]}|O O O O O O O O O O O O O O O O O O O O O O O B O O O
1960|#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @user|{'start': [0, 2, 3], 'end': [0, 2, 3]}|B O B I O O O O O O O O O O O O O O O O
1961|since isis has more credibility than the fbi and they claimed this massacre many times i tend to believe it was another muzrat terrorist attack|{'start': [22], 'end': [24]}|O O O O O O O O O O O O O O O O O O O O O O B I I
1962|I hope I see the day when thease worthless pieces of crap are OUT OF HERE .|{'start': [8], 'end': [11]}|O O O O O O O O B I I I O O O O O
1963|denver has a black problem a muzzee prob and a wetback prob|{'start': [3], 'end': [11]}|O O O B I I I I I I I I
1964|hillary to degenerate one dyke to another|{'start': [0], 'end': [6]}|B I I I I I I
1965|even date or talk to a girl who is an attention whore on social media . What makes you think ima date or talk to a hoe in real life|{'start': [12, 27], 'end': [12, 27]}|O O O O O O O O O O O O B O O O O O O O O O O O O O O B O O
1966|@user @user @user fuck outta here faggot that wouldn't even be a fair|{'start': [3, 6], 'end': [3, 6]}|O O O B O O B O O O O O O
1967|@user You're the exception , you weren't a rude lil cunt like some hoes .|{'start': [10, 13], 'end': [10, 13]}|O O O O O O O O O O B O O B O
1968|@user #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall|{'start': [5, 11], 'end': [5, 11]}|O O O O O B O O O O O B
1969|Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .|{'start': [2, 11], 'end': [2, 11]}|O O B O O O O O O O O B O O O O O O O O O O O O O O O O
1970|Any kind of civilization those people have today is a gift from other people .|{'start': [3], 'end': [3]}|O O O B O O O O O O O O O O O
1971|Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers.|{'start': [12, 22], 'end': [16, 25]}|O O O O O O O O O O O O B I I I I O O O O O B I I I O O O O O O O O O O O O O
1972|god of israel is a faggot he a joke|{'start': [5], 'end': [5]}|O O O O O B O O O
1973|better to kill the kike first|{'start': [2], 'end': [4]}|O O B I I O
1974|Harvey : Ugh ! Just disgusting . Pedro : Disgusting are the illuminati women because they were fucked up in every hole .|{'start': [17], 'end': [17]}|O O O O O O O O O O O O O O O O O B O O O O O
1975|free speech yet he banned for his speech pretty gay if you ask me also that kike doug mackey is not right wing he a subversive antifa level faggot|{'start': [8, 16, 28], 'end': [9, 16, 28]}|O O O O O O O O B I O O O O O O B O O O O O O O O O O O B
1976|#FundTheWall NOW #BuildTheWall #BuildThatWall FUND THE WHOLE WALL NOW ! ! ! DO NOT WAIT TO AFTER THE MIDTERMS A LAME DUCK CONGRESS WILL NOT FUND THE WALL MAXIMUM PRESSURE INCLUDING A GOVERNMENT SHUTDOWN FOR FUNDING NOW ! ! !|{'start': [0, 2, 3, 20], 'end': [0, 2, 3, 20]}|B O B I O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O
1977|There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .|{'start': [7, 22], 'end': [7, 22]}|O O O O O O O B O O O O O O O O O O O O O O B O O O O O O O
1978|i hear that another mandela nigger died well good nothing makes me happier than hearing about dead commies|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O O O O O O
1979|Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.|{'start': [3], 'end': [20]}|O O O B I I I I I I I I I I I I I I I I I
1980|@user condoning drug use not kike at all thanks for that disclosure|{'start': [1], 'end': [7]}|O B I I I I I I O O O O
1981|When you ride past that bitch that don't like you @user|{'start': [5], 'end': [5]}|O O O O O B O O O O O
1982|@user is a faggot|{'start': [3], 'end': [3]}|O O O B
1983|why does anyone care what the albino nigger has to say|{'start': [6], 'end': [7]}|O O O O O O B I O O O
1984|@user Why tf is Wendyâ € ™ s rapping on twitter , get yo ass back in the kitchen before I rape that lil bitch in your profile pic |{'start': [18, 21], 'end': [18, 21]}|O O O O O O O O O O O O O O O O O O B O O B O O O O O O O
1985|Told the bitch I like her & her girlfriend|{'start': [2], 'end': [2]}|O O B O O O O O O
1986|had like many followers when gab was cool now its like what the fuck am i doin here nigger|{'start': [13, 18], 'end': [13, 18]}|O O O O O O O O O O O O O B O O O O B
1987|@user @user @user you fuckin Yankees I'll be there in 2 months I'll meet you pussy|{'start': [4, 15], 'end': [4, 15]}|O O O O B O O O O O O O O O O B
1988|Another fine example of why illegal aliens are problem . If your here illegally , why would you want to draw attention to yourself this way . Illegal aliens have no fear of our legal system & only care about themselves . Awful way to die #BuildThatWall |{'start': [5, 13, 27, 46], 'end': [6, 13, 28, 46]}|O O O O O B I O O O O O O B O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O B
1989|Well , maybe they ' re slowly working their way to destroying Eastern Europe . |{'start': [11], 'end': [11]}|O O O O O O O O O O O B O O O
1990|found that psychopath guilty bitch want have to worry about texting gone get all the attention she needs them bull dykes waiting|{'start': [4, 19], 'end': [4, 20]}|O O O O B O O O O O O O O O O O O O O B I O
1991|We have got to get these Obama DACA illegal alien freeloaders the hell out of our country.If they're too broke to afford an application , how much in taxes do you think they contribute ? #MAGA #nosanctuarybrewster #BuildTheWall #NoDACA |{'start': [8, 37], 'end': [9, 37]}|O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O B O
1992|I wonder if she comes with fuckboy Ken that makes her squirt ... @url|{'start': [6], 'end': [6]}|O O O O O O B O O O O O O O
1993|I honestly hate people .|{'start': [2], 'end': [2]}|O O B O O
1994|When your side bitch tells you she's pregnant and keeping it @url|{'start': [3], 'end': [3]}|O O O B O O O O O O O O
1995|25 Straight Minutes Of Illegal Aliens Crossing Into US Through Arizona Ranch #MakePolioGreatAgain #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #DemocratsAreDangerous|{'start': [4, 13, 14], 'end': [5, 13, 14]}|O O O O B I O O O O O O O B I O O O
1996|done wit yo nigga i just want his wallet|{'start': [3], 'end': [3]}|O O O B O O O O O
1997|Disgusted that Birmingham has gone from the ` ` workshop of the world ' ' ( a city of a thousand trades ) to producing scumbags like this .|{'start': [0], 'end': [0]}|B O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1998|yall females be complaining about rape and sexual harrassment , bitch men get sexually harrassed too|{'start': [5, 7, 10, 13], 'end': [5, 8, 10, 14]}|O O O O O B O B I O B O O B I O
1999|love the idea that feminism has corrupted women into hating the thought of being a housewife when like half the dykes i know can not shut up about one day living on a farm with their gf|{'start': [4, 18], 'end': [7, 20]}|O O O O B I I I O O O O O O O O O O B I I O O O O O O O O O O O O O O O O
2000|everyone wants to be nct everyone the entirety of kpop if they dont wanna be niggers they wanna be nct|{'start': [15], 'end': [15]}|O O O O O O O O O O O O O O O B O O O O
2001|He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children . ) . |{'start': [2], 'end': [5]}|O O B I I I O O O O O O O O O O O O O O O O O O O
2002|Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?|{'start': [10], 'end': [21]}|O O O O O O O O O O B I I I I I I I I I I I O O O O O O O O O
2003|People talk down on women who don't want broke niggas for no reason , I wouldn't want a broke bitch |{'start': [9, 19], 'end': [9, 19]}|O O O O O O O O O B O O O O O O O O O B
2004|You cant drag us in so far if you don't have intentions on a relationship . It hurts ... Alot #WomenSuck|{'start': [20], 'end': [20]}|O O O O O O O O O O O O O O O O O O O O B
2005|You're dating such a douche bag omg . I just wanna punch YOU in the face for being so stupid . Not even him . #WomenSuck|{'start': [4, 25], 'end': [5, 25]}|O O O O B I O O O O O O O O O O O O O O O O O O O B
2006|Every cultured society and all things therein were created by people .|{'start': [4], 'end': [4]}|O O O O B O O O O O O O
2007|@user i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani|{'start': [15, 22], 'end': [16, 22]}|O O O O O O O O O O O O O O O B I O O O O O B
2008|@user # 1 illegal aliens , millions of EWI people robbing , maiming , killing our citizens , taking our jobs , fleecing our taxpayers . #votered @user @user @user @user #AmericaisforAmericans #legalvettedimmigrationonly #boycottvicela |{'start': [4, 32], 'end': [5, 32]}|O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O B O
2009|ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol|{'start': [6, 27], 'end': [7, 32]}|O O O O O O B I O O O O O O O O O O O O O O O O O O O B I I I I I O
2010|I think it ' s time for some old west justice ... like takin ' these two sombitches out and ... well , I think you get my point ... |{'start': [17], 'end': [17]}|O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O
2011|@user @user @user @user @user he married a negress because white women did not want him but black females all over america love nobama|{'start': [8, 10, 17, 23], 'end': [8, 11, 18, 23]}|O O O O O O O O B O B I O O O O O B I O O O O B
2012|Trustttttt me ! ðŸ ˜ ‚ ðŸ ˜ ‚ ðŸ ˜ ‚ The girl ting works for him , â € œjust stay in your lane , bitch . â €  @user |{'start': [17], 'end': [17]}|O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O
2013|The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..|{'start': [1, 9, 15], 'end': [1, 9, 16]}|O B O O O O O O O B O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O
2014|this is fucking twitter you will never see these niggas irl get over yourselves|{'start': [2, 9], 'end': [3, 9]}|O O B I O O O O O B O O O O
2015|Crimes committed by ILLEGAL immigrants should be public information everywhere like in Texas . More illegal aliens were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined ! #SendThemBack #BuildTheWall|{'start': [3, 15, 42, 43], 'end': [3, 16, 42, 43]}|O O O B O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O B I
2016|I hate girls that thing they are super hot when they're ugly as fuck ! #WomenSuck|{'start': [1, 11], 'end': [1, 11]}|O B O O O O O O O O O B O O O O
2017|Many lice you will find in Viennese schools . Some refugees has brought us this as gift . To rescue it will cost 30 a person . @url|{'start': [10], 'end': [10]}|O O O O O O O O O O B O O O O O O O O O O O O O O O O O
2018|my job is not to entertain you that nigger iq can not really be helped|{'start': [8], 'end': [8]}|O O O O O O O O B O O O O O O
2019|no truer words as i laugh at the coons who come here to beg for acceptance @user @user|{'start': [8], 'end': [8]}|O O O O O O O O B O O O O O O O O O
2020|I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK|{'start': [1, 10, 13, 20], 'end': [1, 12, 13, 20]}|O B O O O O O O O O B I I I O O O O O O B
2021|We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.|{'start': [3], 'end': [10]}|O O O B I I I I I I I O O O O O O O O O
2022|There is nothing I would love to see more than the arrest , trial and execution of these murderous and genocidal Zionists ! |{'start': [18], 'end': [21]}|O O O O O O O O O O O O O O O O O O B I I I O
2023|@user i went to a minor league ball game yesterday in a majority black city truly baseball is honky ball white families with kids as far as the eye could see it was packed|{'start': [18], 'end': [19]}|O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O
2024|like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them bum ass caucazoids aka caucasians|{'start': [38], 'end': [42]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I
2025|this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches|{'start': [16], 'end': [19]}|O O O O O O O O O O O O O O O O B I I I
2026|Illegal alien accused of attacking wife with chainsaw was deported 11 times @url|{'start': [0, 4, 9], 'end': [1, 5, 9]}|B I O O B I O O O B O O O
2027|@user thot that hoe over there|{'start': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5], 'end': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5]}|B I I I I I
2028|Danish #Muslims Insist On Wearing A #Niqab ( or FaceVeil ) & Still Desire To Live As A Non-Person Ghost . Muslims Are Hopelessly Unable To Assimilate . #SendThemBack . @user @user @user @user @user|{'start': [1, 6, 28], 'end': [1, 6, 28]}|O B O O O O B O O O O O O O O O O O O O O O O O O O O O B O O O O O O
2029|hunger games with little niglet babies|{'start': [4], 'end': [5]}|O O O O B I
2030|i am totally sure she dindunuffin grandpa i mean in this day and age it literally tyrannical to ask that your woman show a little bit of public decency not fuck random niggers behind your back and care if her child is actually yours all the signs were there though|{'start': [29], 'end': [32]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O
2031|aw what wrong nigger you do not like your sheboon exposed for the savage she is|{'start': [3, 9], 'end': [3, 9]}|O O O B O O O O O B O O O O O O
2032|When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.|{'start': [3, 9], 'end': [3, 15]}|O O O B O O O O O B I I I I I I
2033|No matter what color a girl is she still a ho ‚ @url|{'start': [10], 'end': [10]}|O O O O O O O O O O B O O
2034|So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy|{'start': [7, 15], 'end': [7, 15]}|O O O O O O O B O O O O O O O B O O
2035|beat a guy from bejing in the world jousting final found a chink in his armour|{'start': [12], 'end': [12]}|O O O O O O O O O O O O B O O O
2036|black man kills a white child in a rap video nothing actually happens white man says nigger on a youtube video advertisers lose their minds and shoah him from the internet|{'start': [16], 'end': [16]}|O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O
2037|the muzzies and black churches have always been given a pass this primarily helps conservative churches that have been silent on political issues out of fear of losing their 5 0 1 c3 status|{'start': [1], 'end': [4]}|O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2038|well now that that over time for me to hoe out|{'start': [9], 'end': [10]}|O O O O O O O O O B I
2039|@user aw drake is , do you sit in the corner and cry when you listen to him ? lmfao , pussy dick rider , how drakes cock taste faggot . |{'start': [21, 27], 'end': [22, 29]}|O O O O O O O O O O O O O O O O O O O O O B I O O O O B I I O
2040|a nigger arguing against racism is like a rapefugee arguing against borders|{'start': [1, 8], 'end': [1, 8]}|O B O O O O O O B O O O
2041|I wonder if rick will make another deal with those crazy ass women and if that crazy ass nigga will actually hoe Daryl again|{'start': [10, 21], 'end': [11, 21]}|O O O O O O O O O O B I O O O O O O O O O B O O
2042|Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.|{'start': [0, 6], 'end': [0, 6]}|B O O O O O B O O O O O O O O O O O
2043|Muslims grooming gangs are protected by the government and the police. This is a betrayal!|{'start': [0], 'end': [2]}|B I I O O O O O O O O O O O O
2044|@user RT @user Always Remember , #BuildTheWall is Not an item / deliverable that should be traded for #DACA . #DACA is unconstitutional , against the law , & illegal immigration . You & #Congress need to #EndDACA completely . All of these i |{'start': [6, 29], 'end': [6, 29]}|O O O O O O B O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O
2045|All of ukraine is Russia / Poland / Romania , you fake ukrainians . |{'start': [11], 'end': [11]}|O O O O O O O O O O O B O O
2046|The ONLY thing that can wash away this problem is a Big Red Wave in November ! #BigRedWave #SendThemBack #IllegalCriminals|{'start': [18, 19], 'end': [18, 19]}|O O O O O O O O O O O O O O O O O O B I
2047|boy scouts and girl scouts have really been good for american youth brownies is the girls club before girl scouts or was why mess with success why let the damned queers ruin the land|{'start': [29], 'end': [30]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O
2048|Absurdity ! The Swedes overwhelmingly voted for Democracy , Freedom , Human Rights , and the Nectar of Rapefugee welfare ! I'm so moved I'm willing to fund 10 of the local Roachingfugees to fuck off there & never return . I hope the Swedish Gormint funds me in this grand undertaking . |{'start': [0, 32, 34], 'end': [0, 32, 34]}|B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O B O O O O O O O O O O O O O O O O O O
2049|like i am not an autumn faggot but i do want to go apple picking to flex my knowledge of apples and to reconnect with the trees so someone hmu|{'start': [6], 'end': [6]}|O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O
2050|Illegal alien deported 15 times arrested in hit-run crash that hurt 6 - year-old @url|{'start': [0, 2], 'end': [1, 2]}|B I I O O O O O O O O O O O O
2051|that because those tv students are jewish actors as is sheriff israel and the shooter himself the spic chick is just a spic|{'start': [17, 17, 22], 'end': [17, 18, 22]}|O O O O O O O O O O O O O O O O O B I O O O B
2052|ALL criminal illegals must be deported whether they are DACA recipients or not Crime & welfare are draining our limited resources WHAT deterrent will be implemented for re-entry ? #NoAmnesty #BuildTheWall #EndSanctuaryCities #EndChainMigration #EndVisaLottery #MandatoryEverify @user|{'start': [30], 'end': [30]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O
2053|Heres the epitome of the far left in one post , can we deport them all ? #BuildTheWall #DeportThemAll #NoDACA #LiberalismIsAMentalDisorder #RT4Trump #TrumpPence2020 |{'start': [13, 17, 18, 20], 'end': [13, 17, 18, 20]}|O O O O O O O O O O O O O B O O O B I O B O O
2054|"@user I remember his nephew Lucas crying and dan saying "" quit being such a pussy and grow a pair "" or something . dans so funny . "|{'start': [15], 'end': [15]}|O O O O O O O O O O O O O O O B O O O O O O O O O O O O
2055|Muslims are the ones who invented the slave trade.|{'start': [0, 5], 'end': [0, 8]}|B O O O O B I I I
2056|that sarah press @user the resident wannabe high brow kikess|{'start': [9], 'end': [9]}|O O O O O O O O O B
2057|@user @user You mean illegal aliens that should have applied for visas like real immigrants do . Boo hoo|{'start': [4, 14], 'end': [5, 14]}|O O O O B I O O O O O O O O B O O O O
